item_number,redfin_url
2007,https://www.redfin.com/CA/Oceanside/121-S-Pacific-St-92054/home/3182961
2008,https://www.redfin.com/CA/Oceanside/121-S-Pacific-St-92054/home/3182961
2009,
2010,
2011,
2012,
2013,
2015,
2016,
2018,
2019,https://www.redfin.com/CA/Escondido/8860-Lawrence-Welk-Dr-92026/home/3538215
2020,https://www.redfin.com/CA/Escondido/8860-Lawrence-Welk-Dr-92026/home/3538215
2021,https://www.redfin.com/CA/Escondido/8856-Lawrence-Welk-Dr-92026/home/3542926
2022,https://www.redfin.com/CA/Escondido/8856-Lawrence-Welk-Dr-92026/home/3542926
2023,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2024,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2025,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2026,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2027,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2028,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2029,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2030,https://www.redfin.com/CA/Escondido/8858-Lawrence-Welk-Dr-92026/home/3555787
2031,
2032,https://www.redfin.com/CA/Escondido/28891-Brienwood-Dr-92026/home/3597960
2033,
2034,
2035,
2036,
2037,
2038,
2039,
2040,
2041,
2043,
2044,
2045,
2046,
2047,
2050,
2051,
2052,
2053,
2054,
2055,
2058,
2059,
2060,
2061,
2062,
2063,
2064,
2065,
2066,
2067,
2068,
2070,
2072,
2073,
2074,
2075,
2076,
2077,
2078,
2079,
2080,
2081,
2082,
2083,
2084,
2085,
2086,
2087,
2089,
2090,
2091,
2092,
2093,
2094,
2095,
2096,
2097,
2098,
2099,
2100,
2101,
2102,
2103,
2105,
2106,
2107,
2108,
2109,
2110,
2112,
2113,
2114,
2115,
2116,
2117,
2118,
2119,
2120,
2121,
2122,
2123,
2124,
2125,
2126,
2127,
2128,
2129,
2130,
2131,
2132,
2134,
2135,
2136,
2137,
2138,
2139,
2140,
2141,
2142,
2143,
2144,
2145,
2146,
2147,
2148,
2149,
2150,
2151,
2152,
2153,
2155,
2157,https://www.redfin.com/CA/Carlsbad/3045-Carlsbad-Blvd-92008/home/3644689
2158,
2161,https://www.redfin.com/CA/Carlsbad/3045-Carlsbad-Blvd-92008/home/3644689
2162,
2163,
2164,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-201/home/3676023
2165,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-206/home/3677217
2166,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-213/home/3678704
2167,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-213/home/3678704
2169,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-333/home/3683054
2170,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-339/home/3683708
2171,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-348/home/3685586
2172,https://www.redfin.com/CA/Carlsbad/3200-Carlsbad-Blvd-92008/unit-349/home/3685637
2173,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2174,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2175,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2176,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2177,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2178,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2179,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2180,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2181,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2182,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2183,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2184,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2186,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2187,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2189,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2190,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2192,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2193,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2194,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2195,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2196,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2197,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2198,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2199,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2200,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2201,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2202,https://www.redfin.com/CA/Carlsbad/7210-Blue-Heron-Pl-92011/home/142971233
2205,https://www.redfin.com/CA/Ramona/15507-Davis-Cup-Ln-92065/home/4318787
2206,https://www.redfin.com/CA/Ramona/15501-Davis-Cup-Ln-92065/home/4318900
2207,https://www.redfin.com/CA/Ramona/15511-Davis-Cup-Ln-92065/home/4318944
2208,https://www.redfin.com/CA/Ramona/15515-Davis-Cup-Ln-92065/home/4319955
2209,https://www.redfin.com/CA/Ramona/15515-Davis-Cup-Ln-92065/home/4319955
2210,https://www.redfin.com/CA/Ramona/15509-Davis-Cup-Ln-92065/home/4320040
2211,https://www.redfin.com/CA/Ramona/15509-Davis-Cup-Ln-92065/home/4320040
2212,https://www.redfin.com/CA/Ramona/15519-Davis-Cup-Ln-92065/home/4320090
2214,https://www.redfin.com/CA/Ramona/15523-Davis-Cup-Ln-92065/home/4320137
2215,https://www.redfin.com/CA/Ramona/15517-Davis-Cup-Ln-92065/home/4320191
2216,https://www.redfin.com/CA/Ramona/15527-Davis-Cup-Ln-92065/home/4320216
2217,https://www.redfin.com/CA/Ramona/15531-Davis-Cup-Ln-92065/home/4320240
2218,https://www.redfin.com/CA/Ramona/15531-Davis-Cup-Ln-92065/home/4320240
2219,https://www.redfin.com/CA/Ramona/15529-Davis-Cup-Ln-92065/home/4320264
2220,https://www.redfin.com/CA/Ramona/15526-Davis-Cup-Ln-92065/home/4320289
2221,https://www.redfin.com/CA/Ramona/15526-Davis-Cup-Ln-92065/home/4320289
2222,https://www.redfin.com/CA/Ramona/15535-Davis-Cup-Ln-92065/home/4320314
2223,https://www.redfin.com/CA/Ramona/15533-Davis-Cup-Ln-92065/home/4320388
2224,https://www.redfin.com/CA/Ramona/15551-Davis-Cup-Ln-92065/home/4320511
2225,https://www.redfin.com/CA/Ramona/15551-Davis-Cup-Ln-92065/home/4320511
2226,https://www.redfin.com/CA/Ramona/15549-Davis-Cup-Ln-92065/home/4321051
2227,https://www.redfin.com/CA/Ramona/15601-Davis-Cup-Ln-92065/home/4321250
2229,https://www.redfin.com/CA/Ramona/15613-Davis-Cup-Ln-92065/home/4321325
2231,https://www.redfin.com/CA/Ramona/15619-Davis-Cup-Ln-92065/home/4321374
2232,https://www.redfin.com/CA/Ramona/15621-Davis-Cup-Ln-92065/home/4321424
2233,https://www.redfin.com/CA/Ramona/15625-Davis-Cup-Ln-92065/home/4321936
2234,https://www.redfin.com/CA/Ramona/15639-Davis-Cup-Ln-92065/home/4322024
2235,https://www.redfin.com/CA/Ramona/15643-Davis-Cup-Ln-92065/home/4322187
2236,https://www.redfin.com/CA/Ramona/15641-Davis-Cup-Ln-92065/home/4322313
2237,https://www.redfin.com/CA/Ramona/15653-Davis-Cup-Ln-92065/home/4322490
2238,https://www.redfin.com/CA/Ramona/15659-Davis-Cup-Ln-92065/home/4322617
2240,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-41/home/4325940
2241,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-51/home/4326123
2242,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-63/home/4326181
2243,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-71/home/4326270
2244,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-106/home/4324302
2245,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-108/home/4328646
2246,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-22/home/4325216
2247,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-47/home/4330734
2248,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-48/home/4331137
2249,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-62/home/4326213
2250,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-64/home/4326220
2251,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-102/home/4324254
2252,
2254,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-33/home/4329753
2255,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-31/home/4329803
2256,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-38/home/4325333
2257,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-34/home/4330102
2259,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-48/home/4331137
2260,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-55/home/4326092
2261,https://www.redfin.com/CA/Ramona/25382-Pappas-Rd-92065/unit-52/home/4326158
2263,
2264,
2265,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2266,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2267,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2268,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2269,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2270,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2271,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2272,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2273,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2274,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2275,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2276,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2277,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2278,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2279,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2280,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2281,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2282,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2283,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2284,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2285,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2286,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2287,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2288,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2289,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2290,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2291,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2292,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2293,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2294,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2295,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2296,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2297,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2298,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2299,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2300,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2301,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2302,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2303,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2304,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2305,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2306,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2307,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2308,https://www.redfin.com/CA/Solana-Beach/535-S-Highway-101-92075/home/4369015
2309,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-108/home/4371373
2310,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-108/home/4371373
2311,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-109/home/4371446
2313,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-111A/home/4372900
2314,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-111A/home/4372900
2315,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-112C/home/4373062
2316,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-112C/home/4373062
2317,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-112C/home/4373062
2319,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-126E/home/4375658
2320,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-126E/home/4375658
2321,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-126E/home/4375658
2322,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-128/home/4375797
2323,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-129/home/4376007
2324,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-129/home/4376007
2325,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-130/home/4376275
2326,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-130/home/4376275
2328,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-142/home/4377908
2329,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-143/home/4378049
2330,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-145/home/4378240
2331,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-148A/home/4378407
2332,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-148A/home/4378407
2333,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-150/home/4378514
2334,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-151/home/4378566
2335,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-151/home/4378566
2336,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-152D/home/4380022
2337,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-152D/home/4380022
2338,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-153/home/4380060
2339,
2341,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A43/home/58444749
2342,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A43/home/58444749
2343,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A43/home/58444749
2344,
2345,
2346,
2347,
2348,
2349,
2350,
2351,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-200/home/4382629
2352,
2353,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-202/home/4382871
2354,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-204A/home/4383030
2355,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-204A/home/4383030
2356,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-208/home/4384506
2357,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-210A/home/4384646
2358,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-215/home/4385593
2359,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-215/home/4385593
2360,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-215/home/4385593
2361,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-221/home/4387263
2362,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-221/home/4387263
2363,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-222/home/4387320
2364,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-228/home/4387713
2365,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-228/home/4387713
2366,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-229/home/4387788
2367,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-230/home/4387931
2368,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-230/home/4387931
2369,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-232/home/4388093
2370,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-240/home/4389539
2371,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-240/home/4389539
2372,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A243/home/4389913
2373,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A243/home/4389913
2375,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A249/home/4390270
2376,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-C250/home/58212089
2377,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-C250/home/58212089
2378,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-C250/home/58212089
2379,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A251/home/4390491
2380,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A252/home/4390549
2381,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A253/home/4392025
2382,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A253/home/4392025
2383,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A253/home/4392025
2385,
2386,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A92/home/58549514
2388,https://www.redfin.com/CA/Solana-Beach/550-Via-De-La-Valle-92075/unit-A93/home/58445818
2389,
2390,
2391,
2392,
2393,https://www.redfin.com/CA/Del-Mar/1420-Ocean-Ave-92014/home/4408066
2394,https://www.redfin.com/CA/Del-Mar/1420-Ocean-Ave-92014/home/4408066
2396,https://www.redfin.com/CA/Del-Mar/1420-Ocean-Ave-92014/home/4408066
2397,https://www.redfin.com/CA/Del-Mar/1420-Ocean-Ave-92014/home/4408066
2398,https://www.redfin.com/CA/Del-Mar/1420-Ocean-Ave-92014/home/4408066
2399,https://www.redfin.com/CA/Del-Mar/1570-Camino-Del-Mar-92014/unit-604A/home/4416204
2400,https://www.redfin.com/CA/Del-Mar/1570-Camino-Del-Mar-92014/unit-608B/home/4418747
2401,https://www.redfin.com/CA/La-Jolla/321-Coast-Blvd-92037/home/4363805
2402,https://www.redfin.com/CA/La-Jolla/321-Coast-Blvd-92037/home/4363805
2403,https://www.redfin.com/CA/La-Jolla/321-Coast-Blvd-92037/home/4363805
2404,https://www.redfin.com/CA/La-Jolla/321-Coast-Blvd-92037/home/4363805
