ID#         Opening Bid  Status       Address
0005         $81,100.00  Upcoming     RAINBOW CREST RD FALLBROOK CA 92028
0035          $3,200.00  Upcoming     HIGHWAY 79 WARNER SPRINGS CA 92086
0043         $11,400.00  Upcoming     S MISSION RD
0051          $1,400.00  Upcoming     VALLEY CENTER CA
0055          $2,100.00  Upcoming     2083 TREBUCHET DR BORREGO SPRINGS CA 92004-4222
0057          $1,200.00  Upcoming     OCEANSIDE CA
0088         $11,500.00  Upcoming     MACTAN RD VALLEY CENTER CA 92082
0089         $11,500.00  Upcoming     MACTAN RD VALLEY CENTER CA 92082
0090         $14,400.00  Upcoming     29348 MACTAN RD VALLEY CENTER CA 92082-7611
0091         $11,400.00  Upcoming     MACTAN RD VALLEY CENTER CA 92082
0092        $165,000.00  Upcoming     MILLER RD VALLEY CENTER CA
0098          $2,400.00  Upcoming     BORREGO SPRINGS RD BORREGO SPRINGS CA 92004
0099          $2,400.00  Upcoming     BORREGO SPRINGS RD BORREGO SPRINGS CA 92004
0100          $2,000.00  Upcoming     FRYING PAN RD BORREGO SPRINGS CA 92004
0101          $1,900.00  Upcoming     BORREGO SPRINGS CA
0102          $1,900.00  Canceled     FRYING PAN RD BORREGO SPRINGS CA 92004
0103          $1,900.00  Canceled     DOUBLE O RD BORREGO SPRINGS CA 92004
0106          $1,900.00  Upcoming     BORREGO SPRINGS CA
0108          $1,800.00  Upcoming     BORREGO SPRINGS CA
0111          $5,400.00  Upcoming     DI GIORGIO RD BORREGO SPRINGS CA 92004
0115          $2,200.00  Upcoming     BORREGO SPRINGS RD BORREGO SPRINGS CA 92004
0120         $14,900.00  Upcoming     CARLSBAD CA
0127          $1,300.00  Canceled     HIGHWAY 78 SAN MARCOS CA 92069
0134          $1,200.00  Upcoming     KENNEDY CT ESCONDIDO CA 92027
0141          $2,600.00  Upcoming     S ESCONDIDO BLVD
0144          $1,500.00  Upcoming     MAIN ST BORREGO SPRINGS CA 92004
0145          $1,200.00  Upcoming     10TH ST BORREGO SPRINGS CA 92004
0146          $1,300.00  Upcoming     SPLIT MOUNTAIN RD BORREGO SPRINGS CA 92004
0203         $52,000.00  Upcoming     EAGLES CREST RD RAMONA CA 92065
0206          $5,700.00  Canceled     DURGIN ST RAMONA CA 92065
0210          $2,000.00  Upcoming     MANZANITA DR JULIAN CA
0212          $1,400.00  Upcoming     MILE HIGH RD JULIAN CA
0213          $1,300.00  Upcoming     IRON SPRINGS PL JULIAN CA
0214          $1,600.00  Upcoming     MILE HI RD JULIAN CA 92036
0215          $1,900.00  Upcoming     TWIN OAKS JULIAN CA 92036
0216          $1,600.00  Upcoming     MILE HI RD JULIAN CA 92036
0217          $2,000.00  Upcoming     MILE HI RD JULIAN CA
0218          $1,500.00  Upcoming     MILE HI RD JULIAN CA
0219          $1,500.00  Upcoming     MILE HI RD JULIAN CA
0222          $4,000.00  Upcoming     WINDFALL TRL JULIAN CA 92036
0223          $4,000.00  Upcoming     WINDFALL TRL JULIAN CA 92036
0224          $5,000.00  Upcoming     LAST DOLLAR TRL JULIAN CA 92036
0227          $1,600.00  Upcoming     DEL MAR CA
0229         $13,900.00  Canceled     CAMINO DEL MAR DEL MAR CA 92014
0230          $1,500.00  Upcoming     DEL MAR CA
0245         $55,800.00  Upcoming     VALI HAI RD POWAY CA 92064
0267          $1,500.00  Canceled     WOODSIDE TER SANTEE CA 92071
0275          $6,200.00  Upcoming     SILVERBROOK DR EL CAJON CA 92019-1494
0276          $8,200.00  Upcoming     147 HARBISON CANYON RD EL CAJON CA 92019-1520
0283          $1,300.00  Canceled     ALPINE CA
0295          $2,600.00  Upcoming     JULY ST SAN DIEGO CA 92110
0299          $1,300.00  Upcoming     WILSHIRE DR SAN DIEGO CA 92116
0304        $144,200.00  Upcoming     BUSH ST SAN DIEGO CA
0305         $16,000.00  Upcoming     BUSH ST SAN DIEGO CA
0331         $64,000.00  Upcoming     CASE ST LA MESA CA 91942
0344         $20,300.00  Upcoming     18772 LAWSON HILLS RD JAMUL CA 91935-2605
0345          $7,700.00  Upcoming     FOREST PARK RD JAMUL CA 91935
0347         $15,800.00  Upcoming     JAPATUL RD ALPINE CA 91901
0348         $24,500.00  Upcoming     JAPATUL RD ALPINE CA 91901
0363        $103,900.00  Upcoming     J ST
0364          $1,600.00  Upcoming     SAN DIEGO CA
0374         $72,400.00  Canceled     C AVE NATIONAL CITY CA 91950
0375         $38,700.00  Canceled     RACHAEL AVE NATIONAL CITY CA 91950
0377          $1,600.00  Canceled     NATIONAL CITY CA
0380         $22,300.00  Canceled     9021 LANGDON LN SPRING VALLEY CA 91977-3651
0397          $4,500.00  Canceled     DOLAN PL BONITA CA 91902
0427          $1,300.00  Upcoming     BOULEVARD CA
0428          $1,300.00  Upcoming     BOULEVARD CA
0429          $9,500.00  Upcoming     TIERRA HEIGHTS RD BOULEVARD CA 91905
0449        $428,100.00  Canceled     OCEAN VIEW HILLS PKWY SAN DIEGO CA 92154
0452          $6,400.00  Upcoming     HIGHWAY 94 POTRERO CA 91963
0455          $1,500.00  Canceled     RAILROAD ST JACUMBA CA 91934
0457        $218,600.00  Upcoming     SAN YSIDRO CA
0458         $28,100.00  Upcoming     SAN YSIDRO CA
0459        $145,000.00  Upcoming     SAN YSIDRO CA
0460        $144,300.00  Upcoming     SAN YSIDRO CA
0461         $10,300.00  Upcoming     SAN YSIDRO CA
0462      $1,083,500.00  Upcoming     SAN YSIDRO CA
0469          $4,700.00  Upcoming     DEL DIOS HWY RANCHO SANTA FE CA 92067
2000          $1,600.00  Upcoming     904 NORTH STRAND OCEANSIDE CA 92054-1932
2001          $1,600.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2002          $1,900.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2003          $1,800.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2004          $1,800.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2005          $1,800.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2006          $1,700.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2007          $1,900.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2008          $1,900.00  Upcoming     121 S PACIFIC ST OCEANSIDE CA 92054-2917
2009          $1,800.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2010          $1,700.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2011          $1,400.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2012          $1,600.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2013          $1,400.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2015          $1,700.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2016          $1,800.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2018          $1,700.00  Upcoming     MYERS ST OCEANSIDE CA 92054
2019          $1,800.00  Upcoming     8860 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2020          $2,000.00  Upcoming     8860 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2021          $1,800.00  Upcoming     8856 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2022          $1,800.00  Upcoming     8856 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2023          $1,700.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2024          $1,700.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2025          $1,700.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2026          $1,700.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2027          $1,600.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2028          $1,800.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2029          $1,600.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2030          $1,700.00  Upcoming     8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403
2031          $1,700.00  Upcoming     28706 BRIENWOOD DR ESCONDIDO CA 92026
2032          $1,800.00  Upcoming     28891 BRIENWOOD DR ESCONDIDO CA 92026
2033            $100.00  Upcoming     28893 BRIENWOOD DR ESCONDIDO CA 92026
2034            $100.00  Upcoming     28893 BRIENWOOD DR ESCONDIDO CA 92026
2035          $1,800.00  Upcoming     28893 BRIENWOOD DR ESCONDIDO CA 92026
2036          $1,800.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2037          $1,800.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2038          $1,700.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2039          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2040          $1,700.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2041          $1,800.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2043          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2044          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2045          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2046          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2047          $1,700.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2050          $1,700.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2051          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2052          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2053          $1,700.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2054          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2055          $1,500.00  Upcoming     FAIRWAY HILL ESCONDIDO CA 92026
2058            $100.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2059          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2060          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2061          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2062          $1,600.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2063          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2064          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2065          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2066          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2067          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2068          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2070            $100.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2071          $1,400.00  Canceled     FAIRWAY HILL CIR ESCONDIDO CA 92026
2072          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2073          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2074          $1,400.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2075          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2076          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2077          $1,500.00  Upcoming     FAIRWAY HILL CIR ESCONDIDO CA 92026
2078          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2079          $1,700.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2080          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2081          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2082          $1,700.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2083          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2084          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2085          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2086          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2087          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2089          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2090          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2091          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2092          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2093          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2094          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2095          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2096          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2097          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2098          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2099          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2100          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2101          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2102          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2103          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2105          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2106          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2107          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2108          $1,700.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2109          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2110          $2,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2112          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2113          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2114          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2115          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2116          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2117          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2118          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2119          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2120          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2121          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2122          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2123          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2124          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2125          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2126          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2127          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2128          $1,400.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2129          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2130          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2131          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2132          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2133          $1,900.00  Canceled     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2134          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2135          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2136          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2137          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2138          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2139          $2,300.00  Upcoming     3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2140          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2141          $1,600.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2142          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2143          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2144          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2145          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2146          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2147          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2148          $1,500.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2149          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2150          $2,000.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2151          $1,600.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2152          $1,900.00  Upcoming     3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2153          $1,900.00  Upcoming     3001 CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2155          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2157          $2,000.00  Upcoming     3045 CARLSBAD BLVD CARLSBAD CA 92008-2906
2158          $1,800.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2161          $1,900.00  Upcoming     3045 CARLSBAD BLVD CARLSBAD CA 92008-2906
2162          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2163          $1,900.00  Upcoming     CARLSBAD INN TIMESHARE CARLSBAD CA 92008
2164          $1,900.00  Upcoming     3200 CARLSBAD BLVD #201 CARLSBAD CA 92008-3101
2165          $1,900.00  Upcoming     3200 CARLSBAD BLVD #206 CARLSBAD CA 92008-3101
2166          $1,500.00  Upcoming     3200 CARLSBAD BLVD #213 CARLSBAD CA 92008-3101
2167          $1,500.00  Upcoming     3200 CARLSBAD BLVD #213 CARLSBAD CA 92008-3101
2169          $1,900.00  Upcoming     3200 CARLSBAD BLVD #333 CARLSBAD CA 92008-3101
2170          $1,500.00  Upcoming     3200 CARLSBAD BLVD #339 CARLSBAD CA 92008-3101
2171          $1,500.00  Upcoming     3200 CARLSBAD BLVD #348 CARLSBAD CA 92008-3101
2172          $1,500.00  Upcoming     3200 CARLSBAD BLVD #349 CARLSBAD CA 92008-3101
2173            $100.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2174          $1,600.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2175            $100.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2176          $2,500.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2177          $1,900.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2178          $1,800.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2179          $2,100.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2180          $2,100.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2181          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2182          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2183          $1,900.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2184          $1,600.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2186            $100.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
